episode,epsilon,loss,assign,charge,noop,cost_per_order,success_rate,ontime_rate,energy_per_order,n_delivered,n_dropped,depletion_events,episode_return
0,0.9129969330564653,224.27695856775557,135,51,59,3.1717950819672303,0.8413793103448276,0.8934426229508197,0.26687704918034516,122.0,23.0,0.0,1377.4510000000012
1,0.8109471507999602,2867.870161225524,125,51,61,3.0085175438596674,0.8507462686567164,0.8771929824561403,0.284833333333352,114.0,20.0,0.0,1296.4190000000015
2,0.72174634309131,10956.712730309482,129,56,48,3.7882434782608887,0.8156028368794326,0.9043478260869565,0.27520000000001893,115.0,26.0,0.0,1233.8720000000003
3,0.6430000919098481,10001.988069872836,129,64,38,2.336172413793122,0.8854961832061069,0.8793103448275862,0.279275862068984,116.0,15.0,0.0,1398.624
4,0.5722727609135977,3747.7159468360214,128,72,33,5.867305555555576,0.7346938775510204,0.8055555555555556,0.29693518518520556,108.0,39.0,0.0,881.0009999999995
5,0.5009881616563695,1412.6202834279914,120,87,59,2.619194444444465,0.8709677419354839,0.8703703703703703,0.2932685185185389,108.0,16.0,0.0,1266.5370000000003
6,0.44277050396994433,2220.092683243848,126,84,37,6.032547169811342,0.726027397260274,0.8679245283018868,0.30330188679247394,106.0,40.0,0.0,880.1799999999993
7,0.39308340906679284,499.3832439775226,127,87,24,5.198070796460197,0.7583892617449665,0.8407079646017699,0.2803716814159484,113.0,36.0,0.0,1017.3780000000002
8,0.3413767016265486,258.1699870765632,115,120,47,3.7154134615384797,0.8188976377952756,0.875,0.28464423076924883,104.0,23.0,0.0,1108.127
9,0.29587906376798806,42.16603631239671,129,112,45,3.6516697247706618,0.8195488721804511,0.908256880733945,0.2874495412844234,109.0,24.0,0.0,1186.5180000000014
10,0.2643893079145252,19.603489021725125,124,78,23,4.493900900900919,0.7872340425531915,0.8288288288288288,0.2794864864865049,111.0,30.0,0.0,1070.9469999999997
11,0.23530758564416182,13.312392324848748,121,88,24,2.0046636363636567,0.9016393442622951,0.9,0.28102727272729294,110.0,12.0,0.0,1374.2469999999996
12,0.21290978365245666,12.428793530464173,122,66,12,5.007127272727291,0.7638888888888888,0.9181818181818182,0.2980363636363823,110.0,34.0,0.0,1054.0959999999995
13,0.19331952540721387,10.861918249278489,125,61,7,1.5382035398230285,0.9262295081967213,0.911504424778761,0.27802654867258614,113.0,9.0,0.0,1471.1130000000019
14,0.17605932449199038,10.354274678357783,125,57,5,5.243974358974376,0.7548387096774194,0.8717948717948718,0.28072649572651315,117.0,38.0,0.0,1066.4050000000002
15,0.15993972111494031,10.824251366158327,127,60,5,2.486702702702722,0.8809523809523809,0.8108108108108109,0.2912072072072265,111.0,15.0,0.0,1283.9260000000002
16,0.14617060891811245,10.279251130421956,127,51,2,3.296302752293596,0.8384615384615385,0.8715596330275229,0.2742844036697425,109.0,21.0,0.0,1205.6829999999993
17,0.1341224228925145,9.333955753681272,128,39,5,3.362370370370389,0.8372093023255814,0.8333333333333334,0.2873703703703891,108.0,21.0,0.0,1166.8139999999996
18,0.12233093800755339,8.995974373558294,137,40,7,3.10162393162395,0.8478260869565217,0.8034188034188035,0.2759829059829243,117.0,21.0,0.0,1277.0400000000002
19,0.11140883087062292,8.050915549783145,140,43,4,4.864745614035106,0.7755102040816326,0.7807017543859649,0.28141228070177354,114.0,33.0,0.0,1030.3789999999997
20,0.10191960728640029,8.718020412359344,129,40,9,1.1771166666666848,0.9448818897637795,0.95,0.26711666666668493,120.0,7.0,0.0,1628.6560000000002
21,0.09323862631210103,9.788295477963565,131,40,7,1.2750840336134632,0.9444444444444444,0.8487394957983193,0.27340336134455556,119.0,7.0,0.0,1543.195
22,0.08581049551155855,9.46080259529941,123,39,4,1.4278245614035279,0.9344262295081968,0.8771929824561403,0.27870175438598394,114.0,8.0,0.0,1477.1880000000012
23,0.07869815345900397,9.238956144090333,132,40,1,1.7880085470085643,0.9212598425196851,0.7606837606837606,0.28117094017095745,117.0,10.0,0.0,1405.7930000000008
24,0.07199505489848522,9.241221015372973,127,41,10,1.5670270270270465,0.925,0.8918918918918919,0.2796396396396592,111.0,9.0,0.0,1430.9600000000003
25,0.0655343168525708,9.233612075765082,144,40,4,4.448228070175458,0.7916666666666666,0.7192982456140351,0.2798070175438788,114.0,30.0,0.0,1042.8619999999999
26,0.06004246395982573,10.41751106943403,132,41,2,3.8215263157894928,0.8201438848920863,0.7543859649122807,0.28205263157896643,114.0,25.0,0.0,1134.3260000000002
27,0.0548734451752882,9.779641230901083,131,42,7,3.298842105263176,0.8444444444444444,0.7017543859649122,0.28568421052633414,114.0,21.0,0.0,1163.8620000000003
28,0.05,9.628849619063573,161,40,0,6.144727272727289,0.7289156626506024,0.6528925619834711,0.2744793388429914,121.0,45.0,0.0,861.488
29,0.05,10.699419070439166,122,40,4,1.388736363636383,0.9401709401709402,0.8636363636363636,0.28419090909092826,110.0,7.0,0.0,1422.1990000000005
30,0.05,9.981754157417699,146,40,4,2.6755819672131325,0.8714285714285714,0.7295081967213115,0.2641065573770669,122.0,18.0,0.0,1338.539
31,0.05,11.132787346166406,137,39,1,2.241127118644086,0.8939393939393939,0.8050847457627118,0.26994067796612015,118.0,14.0,0.0,1390.5370000000003
32,0.05,10.197666186353434,144,39,1,3.994938053097364,0.8129496402877698,0.7522123893805309,0.2807787610619661,113.0,26.0,0.0,1103.5620000000001
33,0.05,11.577467100960869,128,40,0,0.4291885245901799,0.991869918699187,0.9344262295081968,0.25295901639345864,122.0,1.0,0.0,1737.6390000000004
34,0.05,9.979184306852998,129,39,3,1.6107368421052817,0.926829268292683,0.8333333333333334,0.2756491228070359,114.0,9.0,0.0,1431.3460000000002
35,0.05,10.849333482318455,140,40,0,2.968678260869584,0.8582089552238806,0.808695652173913,0.28085217391306205,115.0,19.0,0.0,1273.6020000000005
36,0.05,10.430136958164955,157,40,4,5.219082644628117,0.7610062893081762,0.7933884297520661,0.266190082644646,121.0,38.0,0.0,1058.451
37,0.05,10.094384686700229,133,40,1,1.7712184873949754,0.9224806201550387,0.7394957983193278,0.2745798319327905,119.0,10.0,0.0,1419.2149999999997
38,0.05,10.716707083914015,139,40,1,3.950836363636383,0.8148148148148148,0.7545454545454545,0.2881090909091104,110.0,25.0,0.0,1080.3979999999997
