episode,reward,cost_per_order
0,-535.3979999999999,0
1,-294.736,0
2,-26.833000000000126,0
3,-941.5359999999998,0
4,-64.77100000000006,0
5,34.27699999999999,0
6,-40.967999999999975,0
7,-310.67000000000013,0
8,-759.3190000000002,0
9,-1039.781,0
10,-604.8720000000001,0
11,-678.0859999999996,0
12,-108.99800000000019,0
13,-430.105,0
14,-212.8020000000001,0
15,-145.70799999999994,0
16,-128.7910000000001,0
17,-458.7150000000004,0
18,-43.18399999999978,0
19,-354.29599999999994,0
20,10.528000000000404,0
21,-520.8270000000006,0
22,-367.01000000000033,0
23,-165.5540000000001,0
24,-512.817,0
25,-415.4899999999999,0
26,-328.49,0
27,-241.45700000000022,0
28,-316.38599999999997,0
29,-495.081,0
30,-257.06600000000003,0
31,-423.4700000000001,0
32,-1022.6219999999992,0
33,-1048.4599999999998,0
34,-429.83399999999995,0
35,-1244.968999999998,0
36,-181.34600000000006,0
37,-260.65999999999997,0
38,-172.81999999999996,0
39,-910.735,0
40,-127.75400000000002,0
41,-284.02200000000005,0
42,-24.69999999999999,0
43,-233.0329999999999,0
44,-108.61600000000024,0
45,-48.773999999999845,0
46,-301.68599999999986,0
47,161.79300000000063,0
48,-447.1320000000007,0
49,-395.922,0
50,-788.3249999999998,0
51,-340.582,0
52,-506.9240000000001,0
53,-64.77399999999977,0
54,-336.1959999999997,0
55,-209.80699999999982,0
56,-392.42,0
57,-60.79800000000009,0
58,-189.32000000000005,0
59,-432.5020000000003,0
60,-178.63299999999998,0
61,-154.59999999999994,0
62,-563.9550000000006,0
63,-821.0860000000005,0
64,-645.6929999999999,0
65,-345.87800000000004,0
66,-249.3030000000001,0
67,-757.0390000000002,0
68,-379.5430000000001,0
69,-206.92899999999972,0
70,-1315.7399999999982,0
71,-439.68500000000006,0
72,-975.4389999999988,0
73,-113.22400000000006,0
74,-85.6180000000002,0
75,-331.7390000000002,0
76,-188.71100000000004,0
77,-540.7920000000001,0
78,-244.185,0
79,-322.888,0
80,-274.18399999999986,0
81,-293.6410000000002,0
82,-367.69200000000006,0
83,-186.86700000000002,0
84,-99.26999999999992,0
85,-212.7369999999999,0
86,-200.09900000000016,0
87,-402.7079999999999,0
88,-914.794,0
89,-171.33799999999985,0
90,-61.85399999999976,0
91,-381.989,0
92,-1189.2699999999988,0
93,-206.91800000000018,0
94,-481.02800000000013,0
95,-35.41299999999974,0
96,-1017.0919999999987,0
97,-311.25299999999993,0
98,-214.48600000000008,0
99,-113.35600000000017,0
100,-374.031,0
101,-48.09100000000012,0
102,-717.2330000000009,0
103,-256.32300000000004,0
104,-691.054,0
105,-580.112,0
106,-49.65800000000003,0
107,-517.5020000000009,0
108,-791.8609999999992,0
109,-403.5549999999998,0
110,-732.1689999999996,0
111,-1249.425999999999,0
112,-678.047,0
113,-649.6210000000011,0
114,8.570999999999913,0
115,-326.8529999999999,0
116,-400.01099999999985,0
117,-1020.4599999999997,0
118,-192.62400000000014,0
119,-107.3240000000001,0
120,-426.58500000000026,0
121,-1088.529999999998,0
122,-84.60500000000005,0
123,-320.8759999999999,0
124,-820.8839999999996,0
125,-422.9320000000001,0
126,-729.0760000000008,0
127,-495.2740000000007,0
128,-369.456,0
129,-822.5789999999996,0
130,-1113.5849999999982,0
131,-87.3160000000003,0
132,-112.39499999999983,0
133,-412.62800000000027,0
134,25.433000000000476,0
135,-174.52699999999996,0
136,-414.73200000000014,0
137,-36.25899999999997,0
138,-177.1810000000001,0
139,-390.8140000000001,0
140,-66.664,0
141,-157.24699999999993,0
142,-238.0320000000002,0
143,-515.0400000000002,0
144,-245.29700000000025,0
145,-529.4980000000012,0
146,-267.32000000000016,0
147,-412.94000000000005,0
148,3.2550000000001376,0
149,-1338.5649999999987,0
150,-819.7180000000005,0
151,-286.1829999999999,0
152,-45.72399999999996,0
153,-220.96700000000004,0
154,-115.30499999999982,0
