episode,epsilon,loss,assign,charge,noop,cost_per_order,success_rate,ontime_rate,energy_per_order,n_delivered,n_dropped,depletion_events,episode_return
0,0.916198822899158,4.91955331666129,134,56,48,5.201000000000017,0.759493670886076,0.8416666666666667,0.27266666666668393,120.0,38.0,0.0,1080.4
1,0.8223831352025393,3.8637451783374503,112,63,41,1.6813398058252618,0.9196428571428571,0.9223300970873787,0.2920194174757472,103.0,9.0,0.0,1331.412
2,0.7363302692509768,3.8182937899326306,128,49,44,3.6041238938053297,0.8248175182481752,0.8672566371681416,0.28376991150444436,113.0,24.0,0.0,1212.294
3,0.6576352813905723,4.334617114700047,125,49,52,4.197252252252272,0.7985611510791367,0.8378378378378378,0.2900450450450648,111.0,28.0,0.0,1108.584999999999
4,0.5894106326481772,4.652528790034116,130,56,33,2.4788319327731276,0.875,0.907563025210084,0.2695882352941362,119.0,17.0,0.0,1434.6890000000005
5,0.5272080358759129,5.112588505039301,134,47,42,4.752421052631599,0.7755102040816326,0.8508771929824561,0.2796140350877387,114.0,33.0,0.0,1082.8040000000005
6,0.4779808731972405,5.205186947267883,112,61,23,0.8530462962963159,0.9642857142857143,0.9814814814814815,0.289157407407427,108.0,4.0,0.0,1517.6410000000005
7,0.43356699744760513,4.982570755787385,123,48,24,2.27836036036038,0.888,0.8648648648648649,0.2864684684684881,111.0,14.0,0.0,1336.862000000001
8,0.3913180673523923,5.08405462823263,140,45,20,2.1018661417322995,0.8943661971830986,0.905511811023622,0.25698425196852037,127.0,15.0,0.0,1577.8630000000014
9,0.3523040009831225,5.498831758045015,137,47,26,4.112268292682944,0.7987012987012987,0.926829268292683,0.262674796747985,123.0,31.0,0.0,1293.9310000000003
10,0.3211702348916586,5.127493268090325,124,43,18,2.262930434782628,0.8846153846153846,0.9391304347826087,0.2716260869565414,115.0,15.0,0.0,1429.5830000000003
11,0.29147290500649914,5.168694325329102,132,40,22,4.103200000000018,0.8,0.925,0.26486666666668474,120.0,30.0,0.0,1262.3959999999997
12,0.265316523996943,5.292455319394457,126,40,22,3.4937478260869748,0.8273381294964028,0.9043478260869565,0.27026956521740947,115.0,24.0,0.0,1267.9990000000012
13,0.23934302759050552,5.767975314149579,123,44,39,1.9071171171171366,0.9098360655737705,0.8648648648648649,0.2854954954955149,111.0,11.0,0.0,1377.9200000000003
14,0.21797369753877804,5.637513763764325,129,43,15,3.025000000000018,0.8489208633093526,0.9067796610169492,0.26483050847459444,118.0,21.0,0.0,1357.9000000000008
15,0.20040762051614933,5.638320616313389,115,37,16,1.8738073394495576,0.9083333333333333,0.926605504587156,0.26738532110093366,109.0,11.0,0.0,1390.5950000000005
16,0.18196771149517796,5.952675772454454,132,42,19,3.5636293103448455,0.8285714285714286,0.8189655172413793,0.2825948275862247,116.0,24.0,0.0,1221.429
17,0.16481184727855117,5.947322017014629,135,43,20,3.575330578512414,0.8231292517006803,0.9090909090909091,0.26789256198348865,121.0,26.0,0.0,1327.1849999999995
18,0.15062329673760083,5.901509179009332,126,42,12,2.4058103448276045,0.8787878787878788,0.9051724137931034,0.2721896551724321,116.0,16.0,0.0,1405.8060000000014
19,0.13731243317809697,5.88506036577998,130,42,13,1.7045163934426408,0.9172932330827067,0.9180327868852459,0.2635327868852638,122.0,11.0,0.0,1571.9190000000006
20,0.1255540673132371,5.954144929374396,130,43,6,2.6749152542373063,0.8676470588235294,0.8728813559322034,0.27406779661018754,118.0,18.0,0.0,1379.3000000000013
21,0.11474519489835004,5.878183029757606,119,43,18,1.3862702702702896,0.9327731092436975,0.9459459459459459,0.28266666666668605,111.0,8.0,0.0,1480.9440000000004
22,0.10502430936905649,5.976830945850092,124,41,12,1.042243478260888,0.9583333333333334,0.8434782608695652,0.2744173913043664,115.0,5.0,0.0,1515.0220000000002
23,0.09631944398384933,6.176527699983189,125,44,4,1.432043478260888,0.9349593495934959,0.8869565217391304,0.284217391304366,115.0,8.0,0.0,1495.2750000000008
24,0.08798334862527107,6.250411596087461,130,40,11,2.4457542372881527,0.8805970149253731,0.8813559322033898,0.27880508474578,118.0,16.0,0.0,1411.2910000000008
25,0.08004779898232556,6.08323113502018,127,39,23,3.857008620689674,0.8111888111888111,0.9051724137931034,0.2708017241379497,116.0,27.0,0.0,1237.3570000000002
26,0.0734498188533721,6.553239969320075,124,41,7,3.082035714285734,0.8484848484848485,0.8839285714285714,0.2856071428571625,112.0,20.0,0.0,1269.7420000000004
27,0.06746312681915449,6.00812082711388,121,40,9,1.7647339449541457,0.9159663865546218,0.8715596330275229,0.27390825688075127,109.0,10.0,0.0,1372.5540000000003
