episode,epsilon,loss,assign,charge,noop,cost_per_order,success_rate,ontime_rate,energy_per_order,n_delivered,n_dropped,depletion_events,episode_return
30,0.05454510840875845,5.510746724304112,134,39,1,4.568284403669744,0.7898550724637681,0.6880733944954128,0.2866330275229553,109.0,29.0,0.0,967.0470000000005
31,0.05,5.591540457113929,142,41,1,3.209760330578529,0.8461538461538461,0.743801652892562,0.2717438016529093,121.0,22.0,0.0,1271.6090000000002
32,0.05,5.883642600990876,125,45,1,2.192594594594613,0.8951612903225806,0.8198198198198198,0.27818018018019836,111.0,13.0,0.0,1321.6120000000012
33,0.05,5.687124242616254,127,44,1,2.888681818181838,0.859375,0.8181818181818182,0.29322727272729254,110.0,18.0,0.0,1232.2350000000006
34,0.05,6.005667890084756,142,42,1,4.620061946902673,0.7902097902097902,0.6637168141592921,0.2882035398230273,113.0,30.0,0.0,982.9229999999995
35,0.05,5.951469591323366,147,40,1,2.821376000000016,0.8620689655172413,0.768,0.26457600000001597,125.0,20.0,0.0,1377.3180000000002
36,0.05,6.267535725336396,128,39,11,1.309709401709419,0.9435483870967742,0.811965811965812,0.2635555555555728,117.0,7.0,0.0,1491.6540000000007
37,0.05,5.602477122118128,137,40,10,2.9709298245614217,0.8571428571428571,0.7982456140350878,0.27268421052633396,114.0,19.0,0.0,1256.214000000001
38,0.05,6.151771035459307,139,40,1,5.541794392523385,0.7535211267605634,0.6355140186915887,0.3025420560747863,107.0,35.0,0.0,817.0179999999999
39,0.05,6.163501886640276,130,40,5,4.0623925233645055,0.8106060606060606,0.719626168224299,0.2894953271028232,107.0,25.0,0.0,1020.2740000000002
40,0.05,6.324502392248674,135,40,1,3.2571891891892086,0.8473282442748091,0.7027027027027027,0.2860180180180375,111.0,20.0,0.0,1138.4419999999998
41,0.05,6.290140019066032,133,41,0,3.742083333333354,0.8244274809160306,0.7407407407407407,0.2967129629629832,108.0,23.0,0.0,1075.8550000000005
42,0.05,6.523206084332568,145,40,3,6.574074074074094,0.7152317880794702,0.6759259259259259,0.29351851851853844,108.0,43.0,0.0,734.9699999999999
43,0.05,6.299663289862486,149,40,12,3.974618644067814,0.8137931034482758,0.6610169491525424,0.2763135593220518,118.0,27.0,0.0,1100.875000000001
44,0.05,6.732745938974878,140,40,4,4.0744324324324515,0.8102189781021898,0.7027027027027027,0.29245045045046947,111.0,26.0,0.0,1047.6979999999996
45,0.05,6.63324206292966,137,40,0,3.812504347826105,0.8214285714285714,0.7304347826086957,0.283808695652192,115.0,25.0,0.0,1131.5620000000004
46,0.05,6.6450491777741085,143,42,17,5.609518181818202,0.7482993197278912,0.7545454545454545,0.2931545454545654,110.0,37.0,0.0,897.7829999999996
47,0.05,6.664907163923437,147,37,36,4.659886956521757,0.782312925170068,0.7652173913043478,0.27553913043480094,115.0,32.0,0.0,1053.7529999999995
48,0.05,6.463488036043504,129,40,1,1.915635593220356,0.9076923076923077,0.8728813559322034,0.2613983050847628,118.0,12.0,0.0,1468.9450000000002
49,0.05,6.899011586200107,138,38,0,2.005934426229525,0.9037037037037037,0.7868852459016393,0.25347540983608213,122.0,13.0,0.0,1455.276
