episode,reward,cost_per_order
0,-4.7960000000000775,0
1,-189.46299999999997,0
2,-394.64700000000005,0
3,-150.74800000000002,0
4,-464.347,0
5,-326.3059999999999,0
6,-124.57700000000006,0
7,-372.63999999999993,0
8,-164.20400000000015,0
9,-1831.4669999999935,0
10,-657.4409999999998,0
11,-171.09800000000013,0
12,-975.398999999997,0
13,-49.27600000000007,0
14,-925.0840000000001,0
15,-440.4550000000006,0
16,-491.7570000000001,0
17,-99.15300000000009,0
18,-363.031,0
19,-662.0269999999998,0
20,-1018.7120000000002,0
21,-462.7100000000003,0
22,-379.54999999999995,0
23,-110.34799999999991,0
24,-107.30999999999983,0
25,-1552.0439999999974,0
26,-579.1920000000014,0
27,-237.32399999999996,0
28,-550.6280000000003,0
29,-207.056,0
30,-55.739000000000345,0
31,-147.7750000000002,0
32,-461.36100000000044,0
33,-601.259,0
34,-421.1159999999998,0
35,-342.0270000000001,0
36,-1296.947999999995,0
37,-457.42300000000006,0
38,-998.166,0
39,-266.87999999999965,0
40,-142.58800000000008,0
41,-205.58399999999995,0
42,-1190.8219999999992,0
43,-1249.7890000000002,0
44,-603.0130000000007,0
45,-1154.1519999999996,0
46,-372.8370000000001,0
47,-63.19599999999991,0
48,-151.9050000000001,0
49,-1132.7849999999974,0
50,-291.163,0
51,-450.83399999999995,0
52,-1022.0599999999976,0
53,-25.307000000000045,0
54,-1059.992,0
55,-1112.706,0
56,-460.23400000000015,0
57,-1067.4389999999994,0
58,-1348.2239999999983,0
59,-156.98399999999998,0
60,-851.4460000000001,0
61,-239.87299999999993,0
62,-62.6309999999998,0
63,-332.236,0
64,-141.239,0
65,-275.27100000000013,0
66,-11.595999999999975,0
67,-1535.1229999999969,0
68,-233.368,0
69,170.82600000000042,0
70,-230.39600000000024,0
71,-286.04400000000004,0
72,-506.44100000000014,0
73,-1229.9049999999993,0
74,-897.0689999999997,0
75,-349.1409999999998,0
76,-155.38000000000005,0
77,-1300.8729999999991,0
78,-237.41599999999988,0
79,-125.77200000000003,0
80,-344.5130000000002,0
81,-285.122,0
82,-814.242,0
83,-658.8430000000005,0
84,-1123.4539999999997,0
85,-296.7930000000001,0
86,-74.74900000000018,0
87,-997.2539999999968,0
88,-466.9729999999999,0
89,-121.74900000000011,0
90,-295.9390000000001,0
91,-687.9860000000006,0
92,-495.6639999999998,0
93,-886.6089999999994,0
94,-416.5380000000001,0
95,-708.3010000000006,0
96,-1001.4839999999987,0
97,-324.87300000000005,0
98,-409.6600000000001,0
99,-1102.1659999999968,0
100,-363.8330000000002,0
101,-974.3759999999991,0
102,-538.1970000000005,0
103,-982.2649999999976,0
104,-1547.6619999999925,0
105,-929.3469999999959,0
106,-1225.8929999999984,0
107,-999.1779999999992,0
108,-1445.159999999998,0
109,-1562.038999999996,0
110,-1135.0869999999993,0
111,-936.8079999999974,0
112,-1078.6169999999984,0
113,-476.1120000000001,0
114,-1514.7229999999897,0
115,-907.9749999999999,0
116,-1459.8219999999983,0
117,-365.68899999999996,0
118,-1370.9189999999994,0
119,-1207.8599999999992,0
120,-1340.899999999998,0
121,-629.5039999999999,0
122,-1116.8769999999977,0
123,-615.2890000000001,0
124,-926.6479999999976,0
125,-1134.8839999999964,0
126,-1235.1139999999996,0
127,-1079.2169999999949,0
128,-961.0399999999979,0
129,-1069.807999999998,0
130,-1148.2039999999986,0
131,-743.0909999999996,0
132,-406.77199999999937,0
133,-784.9409999999993,0
134,-625.893,0
135,-1094.444999999999,0
136,-949.5039999999996,0
137,-507.65599999999995,0
138,-1208.808,0
139,-982.1240000000014,0
140,-943.9680000000025,0
141,-657.0050000000006,0
142,-642.844,0
143,-582.9040000000003,0
144,-1071.5240000000013,0
145,-776.2060000000016,0
146,-933.7410000000004,0
147,-1024.0289999999982,0
148,-513.8030000000002,0
149,-681.5249999999985,0
150,-1103.9430000000013,0
151,-751.1330000000024,0
152,-1237.6189999999913,0
153,-1132.6559999999986,0
154,-549.0590000000005,0
155,-972.4959999999988,0
156,-176.2960000000001,0
157,-1372.7679999999955,0
158,-861.2449999999976,0
159,-1251.7449999999997,0
160,-829.861999999998,0
161,-580.2050000000004,0
162,-379.82699999999926,0
163,-1233.446000000002,0
164,-792.3649999999993,0
165,-628.5859999999998,0
166,-1283.3909999999964,0
167,-722.9870000000018,0
168,-709.1149999999997,0
169,-503.5999999999999,0
170,-1197.3209999999988,0
171,-347.29399999999896,0
172,-1235.9109999999973,0
173,-717.567000000002,0
174,-379.4409999999998,0
175,-294.5190000000001,0
176,-435.464,0
177,-691.1909999999999,0
178,-821.1909999999998,0
179,-862.6270000000005,0
180,-867.3129999999998,0
181,-1072.3479999999988,0
182,-745.3499999999976,0
183,-915.4029999999998,0
184,-1278.4039999999943,0
185,-581.8010000000003,0
186,-257.3749999999999,0
187,-1202.245999999997,0
188,-828.8409999999996,0
189,-115.60799999999998,0
190,-946.8649999999994,0
191,-1218.024999999999,0
192,-126.77100000000027,0
193,-207.36499999999998,0
194,-1226.2869999999984,0
195,-1105.3310000000029,0
196,-730.0150000000014,0
197,-265.2109999999999,0
198,-82.16299999999997,0
199,-459.41300000000035,0
200,-343.96399999999994,0
201,-117.7200000000003,0
202,-273.4590000000003,0
203,-536.3419999999994,0
204,-774.5730000000012,0
205,-396.8229999999997,0
206,-328.7649999999999,0
207,160.339000000001,0
208,-1362.8809999999944,0
209,-871.363999999998,0
210,-326.014,0
211,-872.3110000000006,0
