episode,epsilon,loss,assign,charge,noop,cost_per_order,success_rate,ontime_rate,energy_per_order,n_delivered,n_dropped,depletion_events,episode_return
0,0.9152828531259647,4.930843598425051,132,57,51,5.499793103448295,0.7483870967741936,0.8448275862068966,0.28082758620691495,116.0,39.0,0.0,1011.5139999999991
1,0.8150130594146197,3.186584457241256,116,63,53,0.8736822429906731,0.963963963963964,0.9158878504672897,0.28489719626170124,107.0,4.0,0.0,1465.9860000000017
2,0.7330234022860987,3.1310917459568888,125,55,32,3.996660714285734,0.8057553956834532,0.8571428571428571,0.28594642857144825,112.0,27.0,0.0,1152.0540000000005
3,0.6517416514543691,3.138517556799219,129,53,53,3.165905982906002,0.841726618705036,0.8803418803418803,0.2735982905983098,117.0,22.0,0.0,1314.0590000000009
4,0.5844206322198354,3.409845605355884,128,51,39,3.109215517241398,0.8467153284671532,0.853448275862069,0.27904310344829447,116.0,21.0,0.0,1293.9410000000018
5,0.5293216208107464,3.678335943607369,134,42,22,3.997923076923096,0.8068965517241379,0.8803418803418803,0.2739914529914719,117.0,28.0,0.0,1217.0230000000001
6,0.4798971056974713,3.6347642820708606,117,48,31,0.7480462962963149,0.972972972972973,0.9537037037037037,0.28230555555557424,108.0,3.0,0.0,1513.901
7,0.436176873753087,3.6427393433935356,123,48,20,2.6867477477477677,0.8671875,0.8828828828828829,0.28945045045047013,111.0,17.0,0.0,1301.5710000000006
8,0.3928868673622595,3.821643417531794,139,44,26,2.2926111111111274,0.8873239436619719,0.8888888888888888,0.2584841269841437,126.0,16.0,0.0,1530.871000000002
9,0.3576297356705535,4.29886369882746,130,44,14,4.829379310344846,0.7733333333333333,0.8620689655172413,0.2785172413793288,116.0,34.0,0.0,1099.6519999999991
10,0.327168698644815,4.304766306716405,123,44,11,2.321321739130454,0.8846153846153846,0.9043478260869565,0.27175652173914977,115.0,15.0,0.0,1402.9380000000003
11,0.29870401845479094,4.473598015177381,135,41,6,4.064924369747917,0.8040540540540541,0.8403361344537815,0.2674453781512787,119.0,29.0,0.0,1206.214
12,0.27285227888030594,4.727116728355871,129,39,13,2.8986239316239497,0.8540145985401459,0.905982905982906,0.26785470085471885,117.0,20.0,0.0,1360.731
13,0.2501119927318545,4.653733860487225,125,41,8,1.9834594594594788,0.9024390243902439,0.9099099099099099,0.2861621621621815,111.0,12.0,0.0,1394.7560000000014
14,0.22778117417244967,4.7820064549777594,130,45,12,2.9461551724138113,0.8529411764705882,0.8879310344827587,0.2720172413793288,116.0,20.0,0.0,1333.1260000000009
15,0.20984410520125618,4.755438431007106,117,40,7,1.4845981308411385,0.9304347826086956,0.9158878504672897,0.2761869158878676,107.0,8.0,0.0,1401.0780000000009
16,0.19129978759834193,5.154560361037383,133,45,7,3.6292086956521916,0.8273381294964028,0.8173913043478261,0.28660000000001756,115.0,24.0,0.0,1202.5709999999997
17,0.17509341539540144,5.155203002994344,133,41,3,3.726957983193295,0.8206896551724138,0.8319327731092437,0.27233613445379934,119.0,26.0,0.0,1241.4619999999989
18,0.16026000080667238,5.248729921330167,131,42,4,2.420211864406798,0.8805970149253731,0.864406779661017,0.2685169491525606,118.0,16.0,0.0,1404.3750000000002
19,0.14675660908484262,5.185485782948407,126,45,5,1.6372916666666848,0.9230769230769231,0.8833333333333333,0.2681250000000181,120.0,10.0,0.0,1533.4750000000001
20,0.13405536168106824,5.550193924930214,128,42,11,2.439401709401728,0.8796992481203008,0.8974358974358975,0.27444444444446314,117.0,16.0,0.0,1409.4800000000018
21,0.12300578100806783,5.435784111189288,124,40,8,1.5807027027027225,0.925,0.9099099099099099,0.28790990990992976,111.0,9.0,0.0,1439.4620000000002
22,0.11314955874902012,6.051086541421399,123,40,4,1.1805132743363025,0.9495798319327731,0.9203539823008849,0.28316814159293985,113.0,6.0,0.0,1516.5620000000004
23,0.10387508695061302,5.642552880515829,126,44,1,0.9325775862069144,0.9666666666666667,0.8706896551724138,0.28171551724139715,116.0,4.0,0.0,1556.8110000000006
24,0.09512264727650294,5.449468821287155,131,42,3,2.6077542372881526,0.8740740740740741,0.8050847457627118,0.27809322033900036,118.0,17.0,0.0,1347.2550000000003
25,0.08741316939302858,5.587917673517261,128,40,1,3.714394736842124,0.8201438848920863,0.8157894736842105,0.2731666666666853,114.0,25.0,0.0,1181.5489999999998
26,0.08036871181081562,5.630978081907545,124,43,1,3.002261261261281,0.8538461538461538,0.8378378378378378,0.2878468468468666,111.0,19.0,0.0,1241.739000000001
27,0.07392891784512548,5.598817564056305,120,45,2,1.6105092592592778,0.9230769230769231,0.9166666666666666,0.2808796296296481,108.0,9.0,0.0,1401.0450000000003
28,0.06695892044387368,5.515512079903574,143,47,8,3.923940170940189,0.8125,0.8205128205128205,0.27693162393164206,117.0,27.0,0.0,1190.819
29,0.0610416349148445,5.818298571818584,137,47,1,3.365752212389399,0.837037037037037,0.8230088495575221,0.288761061946921,113.0,22.0,0.0,1214.6600000000014
