episode,reward,cost_per_order
0,-180.827,0
1,-687.1429999999999,0
2,-240.75300000000004,0
3,-122.2940000000001,0
4,-625.361,0
5,-85.52800000000002,0
6,-263.363,0
7,-289.59199999999987,0
8,-463.85500000000013,0
9,-153.75099999999998,0
10,-346.53099999999995,0
11,-446.9760000000002,0
12,-323.31,0
13,-154.48000000000025,0
14,-430.65400000000005,0
15,-219.50099999999995,0
16,-280.2389999999999,0
17,-268.296,0
18,-123.88699999999999,0
19,-647.2769999999999,0
20,-123.70900000000006,0
21,-640.7940000000003,0
22,-78.108,0
23,-138.1950000000002,0
24,-564.8900000000001,0
25,-123.12000000000012,0
26,-499.679,0
27,-1098.1140000000005,0
28,-284.4600000000001,0
29,-462.11799999999994,0
30,-437.48800000000006,0
31,-123.26599999999998,0
32,-524.2820000000007,0
33,-1267.8419999999978,0
34,-33.17500000000001,0
35,-3.948999999999984,0
36,-245.45300000000003,0
37,-48.02099999999993,0
38,-1036.561999999999,0
39,-1478.1289999999976,0
40,-1606.8639999999962,0
41,-48.16900000000007,0
42,-270.74,0
43,-296.8459999999999,0
44,-161.4930000000001,0
45,-233.96999999999997,0
46,-489.9649999999997,0
47,-252.53500000000005,0
48,-385.3130000000002,0
49,-93.83900000000015,0
50,-514.4370000000006,0
51,-33.22699999999993,0
52,-729.3049999999998,0
53,-259.5979999999999,0
54,-261.9899999999998,0
55,-48.07299999999992,0
56,-1173.751,0
57,-295.224,0
58,-221.79800000000014,0
59,-181.619,0
60,-1014.8249999999997,0
61,-681.909,0
62,-424.99700000000007,0
63,-86.79999999999991,0
64,-109.44200000000001,0
65,4.266999999999989,0
66,-687.126,0
67,-109.86400000000003,0
68,-91.25800000000024,0
69,-251.73500000000024,0
70,-183.87500000000006,0
71,-1156.7649999999992,0
72,-63.119000000000014,0
73,-354.0530000000001,0
74,-145.27700000000013,0
75,-224.88800000000018,0
76,50.66300000000004,0
77,-221.0619999999999,0
78,-210.5130000000001,0
79,-218.9449999999999,0
80,-195.5800000000001,0
81,-188.99400000000009,0
82,-569.6949999999999,0
83,-273.4329999999999,0
84,-198.88600000000005,0
85,-369.7420000000001,0
