episode,epsilon,loss,assign,charge,noop,cost_per_order,success_rate,ontime_rate,energy_per_order,n_delivered,n_dropped,depletion_events,episode_return
36,0.05,6.663860646161166,130,45,12,3.638068376068394,0.8181818181818182,0.9401709401709402,0.2671282051282232,117.0,26.0,0.0,1294.2260000000006
37,0.05,6.773120920536882,131,42,4,5.1500526315789665,0.76,0.8596491228070176,0.2833859649122995,114.0,36.0,0.0,1042.854
38,0.05,6.618164182390485,126,47,2,3.2154054054054266,0.8409090909090909,0.9099099099099099,0.2892792792793002,111.0,21.0,0.0,1258.0700000000006
39,0.05,7.13254852214102,131,44,2,4.375699115044266,0.7902097902097902,0.8584070796460177,0.2916283185840886,113.0,30.0,0.0,1120.5260000000005
40,0.05,6.787673575729974,134,42,1,4.741041666666685,0.7741935483870968,0.8833333333333333,0.2718750000000174,120.0,35.0,0.0,1161.0649999999998
41,0.05,6.475190825716278,123,45,1,1.427771929824579,0.9344262295081968,0.9122807017543859,0.28917543859650885,114.0,8.0,0.0,1497.2240000000008
42,0.05,6.819861948847056,122,45,0,2.5426756756756954,0.8740157480314961,0.9009009009009009,0.28772072072074045,111.0,16.0,0.0,1327.7630000000001
43,0.05,7.241459544239149,135,45,3,3.8330500000000183,0.8108108108108109,0.9166666666666666,0.2697166666666845,120.0,28.0,0.0,1290.0040000000006
44,0.05,6.484854448037069,135,44,4,4.455336134453799,0.7880794701986755,0.8403361344537815,0.27382352941178245,119.0,32.0,0.0,1159.7749999999999
45,0.05,7.105362993577567,129,48,4,4.116678260869584,0.7986111111111112,0.9391304347826087,0.2740695652174097,115.0,29.0,0.0,1216.5420000000008
46,0.05,7.3462070134969855,123,43,3,1.5905765765765965,0.925,0.918918918918919,0.286072072072092,111.0,9.0,0.0,1443.4159999999997
47,0.05,7.121294437096133,123,47,1,3.1981415929203734,0.8432835820895522,0.8584070796460177,0.28309734513276286,113.0,21.0,0.0,1253.6000000000006
48,0.05,7.122848855716557,134,43,2,5.010317073170749,0.7639751552795031,0.8211382113821138,0.2615365853658713,123.0,38.0,0.0,1118.7110000000005
49,0.05,7.146402255348537,132,44,8,4.372172413793122,0.7891156462585034,0.896551724137931,0.27562068965519143,116.0,31.0,0.0,1172.7480000000003
